complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of,predicted_category,predicted_sentiment,predicted_severity,source
CMP1121,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Urgent,Medium,Web Portal,Hazratganj Lucknow,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-06-18,11.0,False,,Credit Card,Urgent,Medium,Synthetic_UBI
CMP1122,Submitted Aadhaar and PAN at Nariman Point Mumbai but KYC is still pending.,KYC / Documentation,Disappointed,High,Phone Call,Nariman Point Mumbai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-06-09,8.0,False,,KYC / Documentation,Disappointed,High,Synthetic_UBI
CMP1123,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Disappointed,Medium,Mobile App,Malviya Nagar Jaipur,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-04-22,2.0,False,,Credit Card,Disappointed,Medium,Synthetic_UBI
CMP1124,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Disappointed,Low,Web Portal,Malviya Nagar Jaipur,Open,,2024-10-21,,False,,Credit Card,Disappointed,Low,Synthetic_UBI
CMP1125,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Angry,Low,Phone Call,Banjara Hills Hyderabad,Escalated,,2023-05-28,,False,,Fund Transfer / NEFT / RTGS,Angry,Low,Synthetic_UBI
CMP1126,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Angry,High,Branch Visit,Banjara Hills Hyderabad,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-06-04,5.0,False,,KYC / Documentation,Angry,High,Synthetic_UBI
CMP1127,Union Home loan EMI deducted twice this month.,Loan Services,Neutral,High,Social Media,Hazratganj Lucknow,Resolved,Your complaint has been forwarded to the technical team.,2024-09-15,5.0,False,,Loan Services,Neutral,High,Synthetic_UBI
CMP1128,Waited for 2 hours at MG Road Bangalore just to submit a KYC form.,Customer Service,Frustrated,Low,Phone Call,MG Road Bangalore,In Progress,,2023-04-29,,False,,Customer Service,Frustrated,Low,Synthetic_UBI
CMP1129,My net banking password got locked and online reset is not working.,Internet Banking,Disappointed,Medium,Email,Salt Lake Kolkata,Escalated,,2023-07-18,,False,,Internet Banking,Disappointed,Medium,Synthetic_UBI
CMP1130,My net banking password got locked and online reset is not working.,Internet Banking,Frustrated,Medium,Mobile App,Navrangpura Ahmedabad,Open,,2024-04-09,,False,,Internet Banking,Frustrated,Medium,Synthetic_UBI
CMP1131,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Urgent,High,Web Portal,Connaught Place Delhi,Escalated,,2023-12-12,,False,,Loan Services,Urgent,High,Synthetic_UBI
CMP1132,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Frustrated,Low,Social Media,T Nagar Chennai,In Progress,,2024-12-18,,True,CMP1023,Loan Services,Frustrated,Low,Synthetic_UBI
CMP1133,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Disappointed,High,Email,Shivajinagar Pune,Escalated,,2024-12-04,,False,,Fixed Deposit,Disappointed,High,Synthetic_UBI
CMP1134,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Urgent,Critical,Phone Call,Navrangpura Ahmedabad,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-03-03,9.0,False,,KYC / Documentation,Urgent,Critical,Synthetic_UBI
CMP1135,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Angry,Low,Social Media,Connaught Place Delhi,In Progress,,2023-10-06,,False,,Mobile Banking App,Angry,Low,Synthetic_UBI
CMP1136,Interest rate on my home loan was not reduced despite repo rate cut.,Loan Services,Urgent,High,Web Portal,Connaught Place Delhi,Open,,2023-10-28,,False,,Loan Services,Urgent,High,Synthetic_UBI
CMP1137,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Frustrated,High,Social Media,Salt Lake Kolkata,Open,,2023-07-05,,False,,Internet Banking,Frustrated,High,Synthetic_UBI
CMP1138,Unable to complete video KYC for new Union Bank account.,Account Opening,Disappointed,Medium,Email,Navrangpura Ahmedabad,Escalated,,2023-10-27,,False,,Account Opening,Disappointed,Medium,Synthetic_UBI
CMP1139,My net banking password got locked and online reset is not working.,Internet Banking,Disappointed,Medium,Social Media,Banjara Hills Hyderabad,In Progress,,2024-10-28,,False,,Internet Banking,Disappointed,Medium,Synthetic_UBI
CMP1140,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Disappointed,Medium,Branch Visit,Nariman Point Mumbai,In Progress,,2024-09-10,,False,,Loan Services,Disappointed,Medium,Synthetic_UBI
CMP1141,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,Critical,Phone Call,Nariman Point Mumbai,Escalated,,2024-06-21,,False,,Internet Banking,Frustrated,Critical,Synthetic_UBI
CMP1142,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Frustrated,Medium,Social Media,Connaught Place Delhi,In Progress,,2023-02-03,,False,,Mobile Banking App,Frustrated,Medium,Synthetic_UBI
CMP1143,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Medium,Social Media,Banjara Hills Hyderabad,Escalated,,2023-02-25,,False,,ATM / Debit Card,Disappointed,Medium,Synthetic_UBI
CMP1144,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Neutral,Low,Branch Visit,Salt Lake Kolkata,Escalated,,2024-10-14,,False,,Mobile Banking App,Neutral,Low,Synthetic_UBI
CMP1145,Unable to complete video KYC for new Union Bank account.,Account Opening,Urgent,Medium,Phone Call,Navrangpura Ahmedabad,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-06-12,3.0,False,,Account Opening,Urgent,Medium,Synthetic_UBI
CMP1146,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Frustrated,Critical,Phone Call,T Nagar Chennai,Resolved,Your request is in progress and will be completed within 48 hours.,2024-08-10,12.0,False,,Internet Banking,Frustrated,Critical,Synthetic_UBI
CMP1147,My net banking password got locked and online reset is not working.,Internet Banking,Frustrated,Low,Mobile App,Connaught Place Delhi,Escalated,,2024-09-19,,False,,Internet Banking,Frustrated,Low,Synthetic_UBI
CMP1148,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Angry,Low,Mobile App,Connaught Place Delhi,Open,,2024-06-10,,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1149,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Urgent,Low,Email,Hazratganj Lucknow,In Progress,,2023-01-11,,False,,Mobile Banking App,Urgent,Low,Synthetic_UBI
CMP1150,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Neutral,Critical,Branch Visit,Hazratganj Lucknow,In Progress,,2024-12-19,,False,,Mobile Banking App,Neutral,Critical,Synthetic_UBI
CMP1151,Staff at Banjara Hills Hyderabad were very rude when I went to update my passbook.,Customer Service,Frustrated,Low,Mobile App,Banjara Hills Hyderabad,Resolved,Your request is in progress and will be completed within 48 hours.,2024-09-10,1.0,False,,Customer Service,Frustrated,Low,Synthetic_UBI
CMP1152,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,Medium,Branch Visit,T Nagar Chennai,Resolved,Your request is in progress and will be completed within 48 hours.,2023-09-10,12.0,False,,KYC / Documentation,Angry,Medium,Synthetic_UBI
CMP1153,My net banking password got locked and online reset is not working.,Internet Banking,Frustrated,Low,Mobile App,Malviya Nagar Jaipur,Open,,2023-09-13,,False,,Internet Banking,Frustrated,Low,Synthetic_UBI
CMP1154,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Disappointed,Medium,Social Media,T Nagar Chennai,In Progress,,2023-12-16,,False,,KYC / Documentation,Disappointed,Medium,Synthetic_UBI
CMP1155,Branch manager at Connaught Place Delhi is not releasing property documents after loan closure.,Loan Services,Angry,Critical,Web Portal,Connaught Place Delhi,Open,,2024-02-01,,False,,Loan Services,Angry,Critical,Synthetic_UBI
CMP1156,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Angry,Critical,Email,Shivajinagar Pune,Escalated,,2024-07-26,,False,,ATM / Debit Card,Angry,Critical,Synthetic_UBI
CMP1157,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Urgent,Low,Web Portal,Nariman Point Mumbai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-02-27,14.0,False,,Mobile Banking App,Urgent,Low,Synthetic_UBI
CMP1158,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Neutral,High,Mobile App,Malviya Nagar Jaipur,Open,,2023-03-10,,False,,Fixed Deposit,Neutral,High,Synthetic_UBI
CMP1159,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,Low,Phone Call,Navrangpura Ahmedabad,Open,,2023-06-27,,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1160,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Urgent,Critical,Social Media,Banjara Hills Hyderabad,Open,,2024-01-14,,False,,Account Opening,Urgent,Critical,Synthetic_UBI
CMP1161,Not able to add beneficiary in retail internet banking.,Internet Banking,Angry,Low,Web Portal,Connaught Place Delhi,In Progress,,2024-04-25,,False,,Internet Banking,Angry,Low,Synthetic_UBI
CMP1162,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,Medium,Mobile App,Hazratganj Lucknow,Open,,2023-12-13,,False,,Fixed Deposit,Neutral,Medium,Synthetic_UBI
CMP1163,Debit card got stuck in the Union Bank ATM at MG Road Bangalore.,ATM / Debit Card,Frustrated,High,Phone Call,MG Road Bangalore,Escalated,,2023-04-07,,False,,ATM / Debit Card,Frustrated,High,Synthetic_UBI
CMP1164,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Angry,Critical,Phone Call,Shivajinagar Pune,Open,,2024-06-04,,False,,Internet Banking,Angry,Critical,Synthetic_UBI
CMP1165,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Urgent,High,Phone Call,Shivajinagar Pune,In Progress,,2024-04-18,,False,,Fund Transfer / NEFT / RTGS,Urgent,High,Synthetic_UBI
CMP1166,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Low,Web Portal,Hazratganj Lucknow,In Progress,,2023-12-21,,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1167,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Neutral,High,Email,Navrangpura Ahmedabad,Resolved,Your request is in progress and will be completed within 48 hours.,2023-04-30,14.0,False,,KYC / Documentation,Neutral,High,Synthetic_UBI
CMP1168,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Disappointed,Medium,Phone Call,Hazratganj Lucknow,Open,,2023-09-13,,False,,ATM / Debit Card,Disappointed,Medium,Synthetic_UBI
CMP1169,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Low,Web Portal,T Nagar Chennai,In Progress,,2024-03-06,,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1170,Not able to add beneficiary in retail internet banking.,Internet Banking,Angry,Low,Phone Call,MG Road Bangalore,Escalated,,2024-03-02,,False,,Internet Banking,Angry,Low,Synthetic_UBI
CMP1171,Session expires too fast on Union Bank internet banking.,Internet Banking,Neutral,High,Mobile App,Banjara Hills Hyderabad,Open,,2023-07-30,,False,,Internet Banking,Neutral,High,Synthetic_UBI
CMP1172,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Neutral,Low,Branch Visit,Malviya Nagar Jaipur,In Progress,,2024-06-23,,True,CMP1144,Fixed Deposit,Neutral,Low,Synthetic_UBI
CMP1173,Not able to add beneficiary in retail internet banking.,Internet Banking,Urgent,Medium,Branch Visit,Shivajinagar Pune,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-06-09,9.0,False,,Internet Banking,Urgent,Medium,Synthetic_UBI
CMP1174,My minor account was not converted to major despite submitting PAN.,Account Opening,Disappointed,Critical,Mobile App,Salt Lake Kolkata,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-05-17,8.0,False,,Account Opening,Disappointed,Critical,Synthetic_UBI
CMP1175,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Neutral,Medium,Social Media,Salt Lake Kolkata,Resolved,Your complaint has been forwarded to the technical team.,2023-06-23,2.0,False,,ATM / Debit Card,Neutral,Medium,Synthetic_UBI
CMP1176,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Low,Email,Malviya Nagar Jaipur,In Progress,,2023-12-18,,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1177,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Frustrated,Medium,Branch Visit,Malviya Nagar Jaipur,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-06-16,14.0,False,,Credit Card,Frustrated,Medium,Synthetic_UBI
CMP1178,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Frustrated,High,Phone Call,T Nagar Chennai,In Progress,,2024-12-14,,False,,Mobile Banking App,Frustrated,High,Synthetic_UBI
CMP1179,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Neutral,High,Branch Visit,Connaught Place Delhi,In Progress,,2023-05-30,,False,,Fund Transfer / NEFT / RTGS,Neutral,High,Synthetic_UBI
CMP1180,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Angry,Low,Email,Navrangpura Ahmedabad,Escalated,,2023-04-20,,False,,Internet Banking,Angry,Low,Synthetic_UBI
CMP1181,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Critical,Branch Visit,Navrangpura Ahmedabad,Open,,2023-11-12,,False,,ATM / Debit Card,Urgent,Critical,Synthetic_UBI
CMP1182,Debit card got stuck in the Union Bank ATM at Salt Lake Kolkata.,ATM / Debit Card,Urgent,Low,Phone Call,Salt Lake Kolkata,Open,,2024-11-19,,False,,ATM / Debit Card,Urgent,Low,Synthetic_UBI
CMP1183,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Disappointed,Medium,Email,Shivajinagar Pune,Open,,2023-04-26,,False,,Account Opening,Disappointed,Medium,Synthetic_UBI
CMP1184,Staff at Navrangpura Ahmedabad were very rude when I went to update my passbook.,Customer Service,Angry,Critical,Phone Call,Navrangpura Ahmedabad,Open,,2023-04-15,,False,,Customer Service,Angry,Critical,Synthetic_UBI
CMP1185,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Angry,Low,Web Portal,MG Road Bangalore,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-01-18,7.0,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1186,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,Critical,Web Portal,MG Road Bangalore,In Progress,,2024-07-27,,True,CMP1138,Account Opening,Frustrated,Critical,Synthetic_UBI
CMP1187,Union Home loan EMI deducted twice this month.,Loan Services,Frustrated,Low,Phone Call,Nariman Point Mumbai,Escalated,,2024-03-09,,False,,Loan Services,Frustrated,Low,Synthetic_UBI
CMP1188,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Web Portal,Navrangpura Ahmedabad,Open,,2024-02-16,,False,,Fund Transfer / NEFT / RTGS,Disappointed,High,Synthetic_UBI
CMP1189,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Urgent,Medium,Email,Banjara Hills Hyderabad,Open,,2024-10-14,,False,,Fund Transfer / NEFT / RTGS,Urgent,Medium,Synthetic_UBI
CMP1190,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Disappointed,Low,Mobile App,T Nagar Chennai,In Progress,,2023-04-30,,False,,Mobile Banking App,Disappointed,Low,Synthetic_UBI
CMP1191,Branch manager at Malviya Nagar Jaipur is not releasing property documents after loan closure.,Loan Services,Angry,Critical,Social Media,Malviya Nagar Jaipur,Escalated,,2024-12-13,,False,,Loan Services,Angry,Critical,Synthetic_UBI
CMP1192,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Neutral,Medium,Web Portal,Salt Lake Kolkata,Open,,2023-08-22,,False,,Fund Transfer / NEFT / RTGS,Neutral,Medium,Synthetic_UBI
CMP1193,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Angry,Medium,Email,Connaught Place Delhi,In Progress,,2023-09-22,,False,,Fund Transfer / NEFT / RTGS,Angry,Medium,Synthetic_UBI
CMP1194,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Frustrated,Low,Phone Call,Shivajinagar Pune,Escalated,,2023-12-02,,False,,Customer Service,Frustrated,Low,Synthetic_UBI
CMP1195,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Angry,Low,Email,Shivajinagar Pune,Open,,2024-01-28,,False,,ATM / Debit Card,Angry,Low,Synthetic_UBI
CMP1196,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Frustrated,High,Branch Visit,Hazratganj Lucknow,Resolved,Your request is in progress and will be completed within 48 hours.,2024-09-06,9.0,False,,Customer Service,Frustrated,High,Synthetic_UBI
