complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of
CMP1161,Not able to add beneficiary in retail internet banking.,Internet Banking,Angry,Low,Web Portal,Connaught Place Delhi,In Progress,,2024-04-25,,False,
CMP1162,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,Medium,Mobile App,Hazratganj Lucknow,Open,,2023-12-13,,False,
CMP1163,Debit card got stuck in the Union Bank ATM at MG Road Bangalore.,ATM / Debit Card,Frustrated,High,Phone Call,MG Road Bangalore,Escalated,,2023-04-07,,False,
CMP1164,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Angry,Critical,Phone Call,Shivajinagar Pune,Open,,2024-06-04,,False,
CMP1165,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Urgent,High,Phone Call,Shivajinagar Pune,In Progress,,2024-04-18,,False,
CMP1166,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Low,Web Portal,Hazratganj Lucknow,In Progress,,2023-12-21,,False,
CMP1167,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Neutral,High,Email,Navrangpura Ahmedabad,Resolved,Your request is in progress and will be completed within 48 hours.,2023-04-30,14.0,False,
CMP1168,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Disappointed,Medium,Phone Call,Hazratganj Lucknow,Open,,2023-09-13,,False,
CMP1169,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Low,Web Portal,T Nagar Chennai,In Progress,,2024-03-06,,False,
CMP1170,Not able to add beneficiary in retail internet banking.,Internet Banking,Angry,Low,Phone Call,MG Road Bangalore,Escalated,,2024-03-02,,False,
CMP1171,Session expires too fast on Union Bank internet banking.,Internet Banking,Neutral,High,Mobile App,Banjara Hills Hyderabad,Open,,2023-07-30,,False,
CMP1172,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Neutral,Low,Branch Visit,Malviya Nagar Jaipur,In Progress,,2024-06-23,,True,CMP1144
CMP1173,Not able to add beneficiary in retail internet banking.,Internet Banking,Urgent,Medium,Branch Visit,Shivajinagar Pune,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-06-09,9.0,False,
CMP1174,My minor account was not converted to major despite submitting PAN.,Account Opening,Disappointed,Critical,Mobile App,Salt Lake Kolkata,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-05-17,8.0,False,
CMP1175,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Neutral,Medium,Social Media,Salt Lake Kolkata,Resolved,Your complaint has been forwarded to the technical team.,2023-06-23,2.0,False,
CMP1176,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Disappointed,Low,Email,Malviya Nagar Jaipur,In Progress,,2023-12-18,,False,
CMP1177,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Frustrated,Medium,Branch Visit,Malviya Nagar Jaipur,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-06-16,14.0,False,
CMP1178,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Frustrated,High,Phone Call,T Nagar Chennai,In Progress,,2024-12-14,,False,
CMP1179,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Neutral,High,Branch Visit,Connaught Place Delhi,In Progress,,2023-05-30,,False,
CMP1180,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Angry,Low,Email,Navrangpura Ahmedabad,Escalated,,2023-04-20,,False,
CMP1181,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Critical,Branch Visit,Navrangpura Ahmedabad,Open,,2023-11-12,,False,
CMP1182,Debit card got stuck in the Union Bank ATM at Salt Lake Kolkata.,ATM / Debit Card,Urgent,Low,Phone Call,Salt Lake Kolkata,Open,,2024-11-19,,False,
CMP1183,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Disappointed,Medium,Email,Shivajinagar Pune,Open,,2023-04-26,,False,
CMP1184,Staff at Navrangpura Ahmedabad were very rude when I went to update my passbook.,Customer Service,Angry,Critical,Phone Call,Navrangpura Ahmedabad,Open,,2023-04-15,,False,
CMP1185,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Angry,Low,Web Portal,MG Road Bangalore,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-01-18,7.0,False,
CMP1186,My minor account was not converted to major despite submitting PAN.,Account Opening,Frustrated,Critical,Web Portal,MG Road Bangalore,In Progress,,2024-07-27,,True,CMP1138
CMP1187,Union Home loan EMI deducted twice this month.,Loan Services,Frustrated,Low,Phone Call,Nariman Point Mumbai,Escalated,,2024-03-09,,False,
CMP1188,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Web Portal,Navrangpura Ahmedabad,Open,,2024-02-16,,False,
CMP1189,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Urgent,Medium,Email,Banjara Hills Hyderabad,Open,,2024-10-14,,False,
CMP1190,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Disappointed,Low,Mobile App,T Nagar Chennai,In Progress,,2023-04-30,,False,
CMP1191,Branch manager at Malviya Nagar Jaipur is not releasing property documents after loan closure.,Loan Services,Angry,Critical,Social Media,Malviya Nagar Jaipur,Escalated,,2024-12-13,,False,
CMP1192,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Neutral,Medium,Web Portal,Salt Lake Kolkata,Open,,2023-08-22,,False,
CMP1193,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Angry,Medium,Email,Connaught Place Delhi,In Progress,,2023-09-22,,False,
CMP1194,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Frustrated,Low,Phone Call,Shivajinagar Pune,Escalated,,2023-12-02,,False,
CMP1195,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Angry,Low,Email,Shivajinagar Pune,Open,,2024-01-28,,False,
CMP1196,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Frustrated,High,Branch Visit,Hazratganj Lucknow,Resolved,Your request is in progress and will be completed within 48 hours.,2024-09-06,9.0,False,
CMP1197,Union Miles credit card reward points are not credited properly.,Credit Card,Disappointed,High,Social Media,Connaught Place Delhi,In Progress,,2023-10-12,,False,
CMP1198,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Frustrated,Critical,Branch Visit,T Nagar Chennai,Escalated,,2023-08-24,,False,
CMP1199,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Frustrated,Critical,Email,Nariman Point Mumbai,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-12-28,5.0,False,
CMP1200,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Frustrated,Critical,Branch Visit,Salt Lake Kolkata,Resolved,Your request is in progress and will be completed within 48 hours.,2024-04-03,14.0,False,
CMP1201,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Neutral,Medium,Mobile App,Malviya Nagar Jaipur,In Progress,,2024-02-04,,False,
CMP1202,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Neutral,Critical,Mobile App,Nariman Point Mumbai,Open,,2023-01-03,,False,
CMP1203,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Neutral,Medium,Phone Call,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2023-06-24,8.0,False,
CMP1204,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Urgent,High,Email,MG Road Bangalore,In Progress,,2024-07-25,,False,
CMP1205,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Disappointed,High,Email,Connaught Place Delhi,Escalated,,2023-12-28,,False,
CMP1206,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Angry,Critical,Mobile App,Hazratganj Lucknow,In Progress,,2023-07-20,,False,
CMP1207,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Neutral,Critical,Social Media,Banjara Hills Hyderabad,In Progress,,2023-10-16,,False,
CMP1208,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Mobile App,Connaught Place Delhi,Escalated,,2023-09-05,,False,
CMP1209,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Angry,Critical,Web Portal,T Nagar Chennai,In Progress,,2024-06-20,,False,
CMP1210,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Urgent,Low,Branch Visit,Navrangpura Ahmedabad,Resolved,Your complaint has been forwarded to the technical team.,2024-01-04,11.0,False,
CMP1211,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Neutral,Medium,Web Portal,Connaught Place Delhi,In Progress,,2023-09-07,,False,
CMP1212,Debit card got stuck in the Union Bank ATM at T Nagar Chennai.,ATM / Debit Card,Neutral,Medium,Web Portal,T Nagar Chennai,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-04-18,7.0,False,
CMP1213,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Frustrated,Critical,Phone Call,T Nagar Chennai,In Progress,,2024-10-02,,False,
CMP1214,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,High,Branch Visit,Navrangpura Ahmedabad,Escalated,,2023-12-21,,False,
CMP1215,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,High,Email,Connaught Place Delhi,Escalated,,2024-06-26,,False,
CMP1216,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Frustrated,Critical,Social Media,MG Road Bangalore,In Progress,,2023-11-14,,False,
CMP1217,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Critical,Web Portal,Salt Lake Kolkata,Escalated,,2024-07-19,,False,
CMP1218,Submitted Aadhaar and PAN at Hazratganj Lucknow but KYC is still pending.,KYC / Documentation,Neutral,Low,Mobile App,Hazratganj Lucknow,Open,,2024-07-07,,False,
CMP1219,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,High,Email,Connaught Place Delhi,In Progress,,2023-10-13,,False,
CMP1220,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Frustrated,Medium,Social Media,T Nagar Chennai,Open,,2023-10-30,,False,
CMP1221,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Neutral,Critical,Social Media,Navrangpura Ahmedabad,In Progress,,2024-10-29,,False,
CMP1222,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Urgent,Low,Email,Connaught Place Delhi,Open,,2024-05-02,,False,
CMP1223,Initial funding failed but money was deducted during account opening.,Account Opening,Urgent,Low,Mobile App,Shivajinagar Pune,In Progress,,2023-01-13,,False,
CMP1224,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Frustrated,Low,Social Media,Navrangpura Ahmedabad,Resolved,Please visit your base branch with original KYC documents.,2023-12-31,15.0,True,CMP1044
CMP1225,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Frustrated,Critical,Web Portal,T Nagar Chennai,Open,,2024-03-05,,False,
CMP1226,Waited for 2 hours at T Nagar Chennai just to submit a KYC form.,Customer Service,Disappointed,Critical,Social Media,T Nagar Chennai,Resolved,Your request is in progress and will be completed within 48 hours.,2023-03-01,4.0,False,
CMP1227,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,Critical,Web Portal,Nariman Point Mumbai,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-08-05,8.0,False,
CMP1228,Waited for 2 hours at Shivajinagar Pune just to submit a KYC form.,Customer Service,Frustrated,Low,Mobile App,Shivajinagar Pune,Open,,2023-12-14,,False,
CMP1229,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Disappointed,Low,Mobile App,Shivajinagar Pune,Escalated,,2024-06-23,,False,
CMP1230,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Frustrated,Low,Phone Call,Navrangpura Ahmedabad,Open,,2023-08-24,,False,
CMP1231,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Angry,Medium,Web Portal,Malviya Nagar Jaipur,In Progress,,2024-11-08,,False,
CMP1232,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Urgent,Low,Email,MG Road Bangalore,In Progress,,2024-12-27,,False,
CMP1233,Salary account opened at Connaught Place Delhi but welcome kit not received.,Account Opening,Disappointed,Medium,Web Portal,Connaught Place Delhi,Open,,2024-10-10,,False,
CMP1234,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Urgent,Low,Mobile App,Malviya Nagar Jaipur,In Progress,,2024-09-16,,False,
CMP1235,Unable to complete video KYC for new Union Bank account.,Account Opening,Disappointed,Low,Phone Call,Nariman Point Mumbai,Open,,2024-06-23,,False,
CMP1236,Toll free customer care number is always busy.,Customer Service,Disappointed,High,Phone Call,Navrangpura Ahmedabad,Resolved,Your complaint has been forwarded to the technical team.,2023-12-17,15.0,False,
CMP1237,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Frustrated,High,Phone Call,Banjara Hills Hyderabad,Resolved,Your complaint has been forwarded to the technical team.,2023-05-03,3.0,False,
CMP1238,My minor account was not converted to major despite submitting PAN.,Account Opening,Urgent,Low,Branch Visit,Hazratganj Lucknow,Escalated,,2024-08-18,,False,
CMP1239,My minor account was not converted to major despite submitting PAN.,Account Opening,Angry,Medium,Branch Visit,Hazratganj Lucknow,In Progress,,2023-11-30,,False,
CMP1240,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Neutral,Critical,Social Media,Banjara Hills Hyderabad,In Progress,,2023-06-01,,False,
CMP1241,Not able to add beneficiary in retail internet banking.,Internet Banking,Neutral,Low,Social Media,Nariman Point Mumbai,Open,,2024-07-14,,False,
CMP1242,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Angry,Critical,Web Portal,Connaught Place Delhi,Escalated,,2023-04-16,,False,
CMP1243,Branch manager at Malviya Nagar Jaipur is not releasing property documents after loan closure.,Loan Services,Frustrated,Low,Branch Visit,Malviya Nagar Jaipur,Open,,2024-01-04,,False,
CMP1244,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Frustrated,Critical,Mobile App,Banjara Hills Hyderabad,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-09-11,7.0,False,
CMP1245,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Frustrated,High,Email,Malviya Nagar Jaipur,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-05-30,4.0,False,
CMP1246,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Frustrated,High,Mobile App,Malviya Nagar Jaipur,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-10-22,4.0,False,
CMP1247,Branch manager at MG Road Bangalore is not releasing property documents after loan closure.,Loan Services,Frustrated,Critical,Branch Visit,MG Road Bangalore,In Progress,,2023-07-24,,False,
